discoveries	discoveries update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 53, 'y': 13, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(1862, {'x': 53, 'y': 13, 'known': 1861, 'first-known': 1860, 'glyph': 'o', 'color': 'yellow', 'type': {'tags': {'humanoid', 'omnivore', 'infravision', 'picks-gold', 'strong', 'orc', 'infravisible', 'picks-jewels', 'collect'}, 'color': 'yellow', 'ac': 10, 'speed': 9, 'difficulty': 2, 'resistances': set(), 'name': 'hill orc', 'alignment': -4, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 1000, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 200, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'yellow', 'first-walked': 1133, 'walked': 1863, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 62, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 1892, 'walked': 1892, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 69, 'y': 14, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 1899, 'walked': 1899, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
move	hitting {'x': 65, 'y': 12, 'known': 1903, 'first-known': 1902, 'glyph': 'P', 'color': None, 'type': {'tags': {'breathless', 'omnivore', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'mindless', 'noeyes', 'acid', 'nohead'}, 'color': None, 'ac': 8, 'speed': 1, 'difficulty': 3, 'resistances': {'stone', 'fire', 'cold', 'poison', 'acid'}, 'name': 'gray ooze', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'cold', 'poison'}, 'size': 'medium', 'weight': 500, 'glyph': 'P', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'rust', 'dices': 2, 'sides': 8}], 'nutrition': 250, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 65, 'y': 12, 'known': 1903, 'first-known': 1902, 'glyph': 'P', 'color': None, 'type': {'tags': {'breathless', 'omnivore', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'mindless', 'noeyes', 'acid', 'nohead'}, 'color': None, 'ac': 8, 'speed': 1, 'difficulty': 3, 'resistances': {'stone', 'fire', 'cold', 'poison', 'acid'}, 'name': 'gray ooze', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'cold', 'poison'}, 'size': 'medium', 'weight': 500, 'glyph': 'P', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'rust', 'dices': 2, 'sides': 8}], 'nutrition': 250, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 65, 'y': 12, 'known': 1904, 'first-known': 1902, 'glyph': 'P', 'color': None, 'type': {'tags': {'breathless', 'omnivore', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'mindless', 'noeyes', 'acid', 'nohead'}, 'color': None, 'ac': 8, 'speed': 1, 'difficulty': 3, 'resistances': {'stone', 'fire', 'cold', 'poison', 'acid'}, 'name': 'gray ooze', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'cold', 'poison'}, 'size': 'medium', 'weight': 500, 'glyph': 'P', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'rust', 'dices': 2, 'sides': 8}], 'nutrition': 250, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 65, 'y': 12, 'known': 1904, 'first-known': 1902, 'glyph': 'P', 'color': None, 'type': {'tags': {'breathless', 'omnivore', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'mindless', 'noeyes', 'acid', 'nohead'}, 'color': None, 'ac': 8, 'speed': 1, 'difficulty': 3, 'resistances': {'stone', 'fire', 'cold', 'poison', 'acid'}, 'name': 'gray ooze', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'cold', 'poison'}, 'size': 'medium', 'weight': 500, 'glyph': 'P', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'rust', 'dices': 2, 'sides': 8}], 'nutrition': 250, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 65, 'y': 12, 'glyph': '@', 'color': 'white', 'feature': 'corridor', 'seen': True, 'dug': False, 'searched': 2, 'items': [], 'deaths': [(1905, {'x': 65, 'y': 12, 'known': 1904, 'first-known': 1902, 'glyph': 'P', 'color': None, 'type': {'tags': {'breathless', 'omnivore', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'mindless', 'noeyes', 'acid', 'nohead'}, 'color': None, 'ac': 8, 'speed': 1, 'difficulty': 3, 'resistances': {'stone', 'fire', 'cold', 'poison', 'acid'}, 'name': 'gray ooze', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'fire', 'cold', 'poison'}, 'size': 'medium', 'weight': 500, 'glyph': 'P', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'rust', 'dices': 2, 'sides': 8}], 'nutrition': 250, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': None, 'first-walked': 1192, 'walked': 1906, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 58, 'y': 3, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 1929, 'walked': 1929, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 57, 'y': 3, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 1930, 'walked': 1930, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
move	hitting {'x': 71, 'y': 15, 'known': 1951, 'first-known': 1950, 'glyph': 'F', 'color': 'brown', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'brown', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'cold', 'poison'}, 'name': 'brown mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'cold', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 71, 'y': 15, 'known': 1951, 'first-known': 1950, 'glyph': 'F', 'color': 'brown', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'brown', 'ac': 9, 'speed': 0, 'difficulty': 1, 'resistances': {'cold', 'poison'}, 'name': 'brown mold', 'alignment': 0, 'mr': 0, 'resistances-conferred': {'cold', 'poison'}, 'size': 'small', 'weight': 50, 'glyph': 'F', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 56, 'y': 19, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': None, 'item-color': None, 'first-walked': 1955, 'walked': 1955, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
move	targetting leftover enemy {'x': 72, 'y': 5, 'known': 2021, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	targetting leftover enemy {'x': 72, 'y': 5, 'known': 2022, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	targetting leftover enemy {'x': 72, 'y': 5, 'known': 2023, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
move	hitting {'x': 72, 'y': 5, 'known': 2038, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 72, 'y': 5, 'known': 2038, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 72, 'y': 5, 'known': 2039, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 72, 'y': 5, 'known': 2039, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 72, 'y': 5, 'known': 2040, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 72, 'y': 5, 'known': 2040, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 72, 'y': 5, 'known': 2041, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 72, 'y': 5, 'known': 2041, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 72, 'y': 5, 'known': 2042, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 72, 'y': 5, 'known': 2042, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 72, 'y': 5, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(2043, {'x': 72, 'y': 5, 'known': 2042, 'first-known': 2020, 'glyph': 'j', 'color': 'blue', 'type': {'tags': {'breathless', 'nolimbs', 'neuter', 'amorphous', 'hostile', 'notake', 'noeyes', 'mindless', 'sessile', 'nohead'}, 'color': 'blue', 'ac': 8, 'speed': 0, 'difficulty': 4, 'resistances': {'cold', 'poison'}, 'name': 'blue jelly', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'cold', 'poison'}, 'size': 'medium', 'weight': 50, 'glyph': 'j', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'cold', 'dices': 0, 'sides': 6}], 'nutrition': 20, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': '%', 'item-color': 'blue', 'first-walked': 2044, 'walked': 2044, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
farlook	examining monster
move	hitting {'x': 66, 'y': 5, 'known': 2055, 'first-known': 2055, 'glyph': ':', 'color': 'brown', 'type': {'tags': {'animal', 'carnivore', 'hostile', 'nohands'}, 'color': 'brown', 'ac': 7, 'speed': 6, 'difficulty': 2, 'resistances': set(), 'name': 'iguana', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'tiny', 'weight': 30, 'glyph': ':', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 66, 'y': 5, 'known': 2055, 'first-known': 2055, 'glyph': ':', 'color': 'brown', 'type': {'tags': {'animal', 'carnivore', 'hostile', 'nohands'}, 'color': 'brown', 'ac': 7, 'speed': 6, 'difficulty': 2, 'resistances': set(), 'name': 'iguana', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'tiny', 'weight': 30, 'glyph': ':', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
move	hitting {'x': 66, 'y': 5, 'known': 2055, 'first-known': 2055, 'glyph': ':', 'color': 'brown', 'type': {'tags': {'animal', 'carnivore', 'hostile', 'nohands'}, 'color': 'brown', 'ac': 7, 'speed': 6, 'difficulty': 2, 'resistances': set(), 'name': 'iguana', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'tiny', 'weight': 30, 'glyph': ':', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 66, 'y': 5, 'known': 2055, 'first-known': 2055, 'glyph': ':', 'color': 'brown', 'type': {'tags': {'animal', 'carnivore', 'hostile', 'nohands'}, 'color': 'brown', 'ac': 7, 'speed': 6, 'difficulty': 2, 'resistances': set(), 'name': 'iguana', 'alignment': 0, 'mr': 0, 'resistances-conferred': set(), 'size': 'tiny', 'weight': 30, 'glyph': ':', 'sounds': 'silent', 'attacks': [{'type': 'bite', 'damage-type': 'physical', 'dices': 1, 'sides': 4}], 'nutrition': 30, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 54, 'y': 3, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '?', 'item-color': 'white', 'first-walked': 2082, 'walked': 2082, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
attack	hitting {'x': 37, 'y': 12, 'known': 2170, 'first-known': 2170, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': False}
attack	hitting {'x': 37, 'y': 12, 'known': 2171, 'first-known': 2170, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 37, 'y': 12, 'known': 2171, 'first-known': 2170, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2179, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': False}
attack	hitting {'x': 36, 'y': 12, 'known': 2180, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2181, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
attack	hitting {'x': 36, 'y': 12, 'known': 2182, 'first-known': 2179, 'glyph': 'I', 'color': None, 'type': None, 'friendly': False, 'peaceful': None, 'remembered': True, 'awake': True, 'fleeing': None}
